Wavelength Transmission
2.000761 0.08346964670232791
2.002759 0.08340654003500829
2.0047590000000004 0.08334016091064043
2.0067600000000003 0.08361776677603534
2.008764 0.08368395258716835
2.01077 0.08347556481157489
2.012778 0.08338756754223882
2.014788 0.08319304009718265
2.0167990000000002 0.08360495751216815
2.018813 0.08333625213921873
2.020829 0.08400847826625263
2.022847 0.08340820055972578
2.024867 0.08326508824598362
2.0268889999999997 0.08350644538364353
2.0289129999999997 0.0839158591722175
2.030939 0.08347823321448196
2.032967 0.08369692300563648
2.034997 0.08362529474155198
2.037029 0.08351326493804108
2.039063 0.08315546837467419
2.041099 0.08394057076653363
2.0431369999999998 0.08314207070197037
2.045177 0.08332002112704628
2.047219 0.08358530325727986
2.049264 0.08317709673108001
2.05131 0.08341262746497943
2.053358 0.0837583991048745
2.055408 0.08335882029282468
2.057461 0.08326973592255135
2.059515 0.08319853917354222
2.061572 0.08352759975368285
2.06363 0.08316964242204869
2.0656909999999997 0.0835718578267316
2.067754 0.08338759152662607
2.069818 0.08314464456963803
2.071885 0.08310730967015742
2.073954 0.08311008013840103
2.076025 0.08358076585322391
2.0780980000000002 0.0831395568944858
2.080173 0.08328835104990037
2.0822499999999997 0.08381763788494305
2.084329 0.08319128211905043
2.086411 0.08338458443028567
2.088494 0.08313955990147795
2.090579 0.0834163468428787
2.092667 0.08313937647475737
2.094756 0.08314658995179201
2.096848 0.08315641839696705
2.0989419999999996 0.0831368415361772
2.101038 0.08315878138002888
2.103136 0.08322097043781357
2.105236 0.08314081080078208
2.107338 0.0832028390177369
2.109442 0.0834642613374817
2.1115489999999997 0.08341402112721481
2.113657 0.08313170225979641
2.115768 0.08322562958975703
2.11788 0.08316452020309767
2.1199950000000003 0.08318136462340252
2.122112 0.08362688515430573
2.124231 0.08329020002744285
2.1263520000000002 0.08314299982927871
2.128475 0.08323443049971231
2.130601 0.08362180589183327
2.1327279999999997 0.08317574418429595
2.1348580000000004 0.0831521251719488
2.1369900000000004 0.08382158982393165
2.139123 0.08367772953786115
2.1412590000000002 0.08317579528090753
2.143398 0.08399717209889533
2.1455379999999997 0.08324027823482716
2.1476800000000003 0.08355300066790804
2.1498250000000003 0.08381030020594986
2.151971 0.08330614875632794
2.15412 0.08364794331369685
2.156271 0.08361902547035238
2.158424 0.08323352942541509
2.16058 0.0834085662304025
2.162737 0.08317228457011049
2.164897 0.08351715644471763
2.167058 0.08391923748826273
2.169222 0.0834214715802319
2.1713880000000003 0.08386553774114514
2.173556 0.08333814805124626
2.1757269999999997 0.08334260267481115
2.177899 0.08323423226420389
2.180074 0.08342041968613824
2.182251 0.0834443821992316
2.1844300000000003 0.08380737390356198
2.186611 0.08359509507507866
2.1887950000000003 0.08398165823923363
2.19098 0.08355431419508774
2.193168 0.08390241605944039
2.1953579999999997 0.08422222937331593
2.1975499999999997 0.08378152792001015
2.199744 0.08353144569927806
2.201941 0.08469019967275694
2.20414 0.0837723696728906
2.206341 0.08377735625222033
2.208544 0.08360496050242139
2.2107490000000003 0.08342943078201745
2.2129570000000003 0.08435826527739555
